point_id,connector_id,protocol,local_id,device_ref,unit,writable
BN-02-AO-036,bacnet-02,bacnet,"analogOutput,36",ahu-02,degC,True
BN-02-AO-037,bacnet-02,bacnet,"analogOutput,37",ahu-02,%,True
BN-02-AO-038,bacnet-02,bacnet,"analogOutput,38",ahu-02,Pa,True
BN-02-AO-039,bacnet-02,bacnet,"analogOutput,39",ahu-02,m3/h,True
BN-02-AO-040,bacnet-02,bacnet,"analogOutput,40",ahu-02,kW,True
BN-02-BI-001,bacnet-02,bacnet,"binaryInput,1",ahu-02,,False
BN-02-BI-002,bacnet-02,bacnet,"binaryInput,2",ahu-02,,False
BN-02-BI-003,bacnet-02,bacnet,"binaryInput,3",ahu-02,,False
BN-02-BI-004,bacnet-02,bacnet,"binaryInput,4",ahu-02,,False
BN-02-BI-005,bacnet-02,bacnet,"binaryInput,5",ahu-02,,False
BN-02-BI-006,bacnet-02,bacnet,"binaryInput,6",ahu-02,,False
BN-02-BI-007,bacnet-02,bacnet,"binaryInput,7",ahu-02,,False
BN-02-BI-008,bacnet-02,bacnet,"binaryInput,8",ahu-02,,False
BN-02-BI-009,bacnet-02,bacnet,"binaryInput,9",ahu-02,,False
BN-02-BI-010,bacnet-02,bacnet,"binaryInput,10",ahu-02,,False
BN-02-BI-011,bacnet-02,bacnet,"binaryInput,11",ahu-02,,False
BN-02-BI-012,bacnet-02,bacnet,"binaryInput,12",ahu-02,,False
BN-02-BI-013,bacnet-02,bacnet,"binaryInput,13",ahu-02,,False
BN-02-BI-014,bacnet-02,bacnet,"binaryInput,14",ahu-02,,False
BN-02-BI-015,bacnet-02,bacnet,"binaryInput,15",ahu-02,,False
BN-02-BI-016,bacnet-02,bacnet,"binaryInput,16",ahu-02,,False
BN-02-BI-017,bacnet-02,bacnet,"binaryInput,17",ahu-02,,False
BN-02-BI-018,bacnet-02,bacnet,"binaryInput,18",ahu-02,,False
BN-02-BI-019,bacnet-02,bacnet,"binaryInput,19",ahu-02,,False
BN-02-BI-020,bacnet-02,bacnet,"binaryInput,20",ahu-02,,False
BN-02-BI-021,bacnet-02,bacnet,"binaryInput,21",ahu-02,,False
BN-02-BI-022,bacnet-02,bacnet,"binaryInput,22",ahu-02,,False
BN-02-BI-023,bacnet-02,bacnet,"binaryInput,23",ahu-02,,False
BN-02-BI-024,bacnet-02,bacnet,"binaryInput,24",ahu-02,,False
BN-02-BI-025,bacnet-02,bacnet,"binaryInput,25",ahu-02,,False
BN-02-BI-026,bacnet-02,bacnet,"binaryInput,26",ahu-02,,False
BN-02-BI-027,bacnet-02,bacnet,"binaryInput,27",ahu-02,,False
BN-02-BI-028,bacnet-02,bacnet,"binaryInput,28",ahu-02,,False
BN-02-BI-029,bacnet-02,bacnet,"binaryInput,29",ahu-02,,False
BN-02-BI-030,bacnet-02,bacnet,"binaryInput,30",ahu-02,,False
BN-02-BI-031,bacnet-02,bacnet,"binaryInput,31",ahu-02,,False
BN-02-BI-032,bacnet-02,bacnet,"binaryInput,32",ahu-02,,False
BN-02-BI-033,bacnet-02,bacnet,"binaryInput,33",ahu-02,,False
BN-02-BI-034,bacnet-02,bacnet,"binaryInput,34",ahu-02,,False
BN-02-BI-035,bacnet-02,bacnet,"binaryInput,35",ahu-02,,False
BN-02-BI-036,bacnet-02,bacnet,"binaryInput,36",ahu-02,,False
BN-02-BI-037,bacnet-02,bacnet,"binaryInput,37",ahu-02,,False
BN-02-BI-038,bacnet-02,bacnet,"binaryInput,38",ahu-02,,False
BN-02-BI-039,bacnet-02,bacnet,"binaryInput,39",ahu-02,,False
BN-02-BI-040,bacnet-02,bacnet,"binaryInput,40",ahu-02,,False
BN-02-BO-001,bacnet-02,bacnet,"binaryOutput,1",ahu-02,,True
BN-02-BO-002,bacnet-02,bacnet,"binaryOutput,2",ahu-02,,True
BN-02-BO-003,bacnet-02,bacnet,"binaryOutput,3",ahu-02,,True
BN-02-BO-004,bacnet-02,bacnet,"binaryOutput,4",ahu-02,,True
BN-02-BO-005,bacnet-02,bacnet,"binaryOutput,5",ahu-02,,True
BN-02-BO-006,bacnet-02,bacnet,"binaryOutput,6",ahu-02,,True
BN-02-BO-007,bacnet-02,bacnet,"binaryOutput,7",ahu-02,,True
BN-02-BO-008,bacnet-02,bacnet,"binaryOutput,8",ahu-02,,True
BN-02-BO-009,bacnet-02,bacnet,"binaryOutput,9",ahu-02,,True
BN-02-BO-010,bacnet-02,bacnet,"binaryOutput,10",ahu-02,,True
BN-02-BO-011,bacnet-02,bacnet,"binaryOutput,11",ahu-02,,True
BN-02-BO-012,bacnet-02,bacnet,"binaryOutput,12",ahu-02,,True
BN-02-BO-013,bacnet-02,bacnet,"binaryOutput,13",ahu-02,,True
BN-02-BO-014,bacnet-02,bacnet,"binaryOutput,14",ahu-02,,True
BN-02-BO-015,bacnet-02,bacnet,"binaryOutput,15",ahu-02,,True
BN-02-BO-016,bacnet-02,bacnet,"binaryOutput,16",ahu-02,,True
BN-02-BO-017,bacnet-02,bacnet,"binaryOutput,17",ahu-02,,True
BN-02-BO-018,bacnet-02,bacnet,"binaryOutput,18",ahu-02,,True
BN-02-BO-019,bacnet-02,bacnet,"binaryOutput,19",ahu-02,,True
BN-02-BO-020,bacnet-02,bacnet,"binaryOutput,20",ahu-02,,True
BN-03-AI-001,bacnet-03,bacnet,"analogInput,1",fcu-01,degC,False
BN-03-AI-002,bacnet-03,bacnet,"analogInput,2",fcu-01,%RH,False
BN-03-AI-003,bacnet-03,bacnet,"analogInput,3",fcu-01,ppm,False
BN-03-AI-004,bacnet-03,bacnet,"analogInput,4",fcu-01,Pa,False
BN-03-AI-005,bacnet-03,bacnet,"analogInput,5",fcu-01,m3/h,False
BN-03-AI-006,bacnet-03,bacnet,"analogInput,6",fcu-01,kW,False
BN-03-AI-007,bacnet-03,bacnet,"analogInput,7",fcu-01,kWh,False
BN-03-AI-008,bacnet-03,bacnet,"analogInput,8",fcu-01,lux,False
BN-03-AI-009,bacnet-03,bacnet,"analogInput,9",fcu-01,degC,False
BN-03-AI-010,bacnet-03,bacnet,"analogInput,10",fcu-01,%RH,False
BN-03-AI-011,bacnet-03,bacnet,"analogInput,11",fcu-01,degC,False
BN-03-AI-012,bacnet-03,bacnet,"analogInput,12",fcu-01,%RH,False
BN-03-AI-013,bacnet-03,bacnet,"analogInput,13",fcu-01,ppm,False
BN-03-AI-014,bacnet-03,bacnet,"analogInput,14",fcu-01,Pa,False
BN-03-AI-015,bacnet-03,bacnet,"analogInput,15",fcu-01,m3/h,False
BN-03-AI-016,bacnet-03,bacnet,"analogInput,16",fcu-01,kW,False
BN-03-AI-017,bacnet-03,bacnet,"analogInput,17",fcu-01,kWh,False
BN-03-AI-018,bacnet-03,bacnet,"analogInput,18",fcu-01,lux,False
BN-03-AI-019,bacnet-03,bacnet,"analogInput,19",fcu-01,degC,False
BN-03-AI-020,bacnet-03,bacnet,"analogInput,20",fcu-01,%RH,False
BN-03-AI-021,bacnet-03,bacnet,"analogInput,21",fcu-01,degC,False
BN-03-AI-022,bacnet-03,bacnet,"analogInput,22",fcu-01,%RH,False
BN-03-AI-023,bacnet-03,bacnet,"analogInput,23",fcu-01,ppm,False
BN-03-AI-024,bacnet-03,bacnet,"analogInput,24",fcu-01,Pa,False
BN-03-AI-025,bacnet-03,bacnet,"analogInput,25",fcu-01,m3/h,False
BN-03-AI-026,bacnet-03,bacnet,"analogInput,26",fcu-01,kW,False
BN-03-AI-027,bacnet-03,bacnet,"analogInput,27",fcu-01,kWh,False
BN-03-AI-028,bacnet-03,bacnet,"analogInput,28",fcu-01,lux,False
BN-03-AI-029,bacnet-03,bacnet,"analogInput,29",fcu-01,degC,False
BN-03-AI-030,bacnet-03,bacnet,"analogInput,30",fcu-01,%RH,False
BN-03-AI-031,bacnet-03,bacnet,"analogInput,31",fcu-01,degC,False
BN-03-AI-032,bacnet-03,bacnet,"analogInput,32",fcu-01,%RH,False
BN-03-AI-033,bacnet-03,bacnet,"analogInput,33",fcu-01,ppm,False
BN-03-AI-034,bacnet-03,bacnet,"analogInput,34",fcu-01,Pa,False
BN-03-AI-035,bacnet-03,bacnet,"analogInput,35",fcu-01,m3/h,False
BN-03-AI-036,bacnet-03,bacnet,"analogInput,36",fcu-01,kW,False
BN-03-AI-037,bacnet-03,bacnet,"analogInput,37",fcu-01,kWh,False
BN-03-AI-038,bacnet-03,bacnet,"analogInput,38",fcu-01,lux,False
BN-03-AI-039,bacnet-03,bacnet,"analogInput,39",fcu-01,degC,False
BN-03-AI-040,bacnet-03,bacnet,"analogInput,40",fcu-01,%RH,False
BN-03-AI-041,bacnet-03,bacnet,"analogInput,41",fcu-01,degC,False
BN-03-AI-042,bacnet-03,bacnet,"analogInput,42",fcu-01,%RH,False
BN-03-AI-043,bacnet-03,bacnet,"analogInput,43",fcu-01,ppm,False
BN-03-AI-044,bacnet-03,bacnet,"analogInput,44",fcu-01,Pa,False
BN-03-AI-045,bacnet-03,bacnet,"analogInput,45",fcu-01,m3/h,False
BN-03-AI-046,bacnet-03,bacnet,"analogInput,46",fcu-01,kW,False
BN-03-AI-047,bacnet-03,bacnet,"analogInput,47",fcu-01,kWh,False
BN-03-AI-048,bacnet-03,bacnet,"analogInput,48",fcu-01,lux,False
BN-03-AI-049,bacnet-03,bacnet,"analogInput,49",fcu-01,degC,False
BN-03-AI-050,bacnet-03,bacnet,"analogInput,50",fcu-01,%RH,False
BN-03-AI-051,bacnet-03,bacnet,"analogInput,51",fcu-01,degC,False
BN-03-AI-052,bacnet-03,bacnet,"analogInput,52",fcu-01,%RH,False
BN-03-AI-053,bacnet-03,bacnet,"analogInput,53",fcu-01,ppm,False
BN-03-AI-054,bacnet-03,bacnet,"analogInput,54",fcu-01,Pa,False
BN-03-AI-055,bacnet-03,bacnet,"analogInput,55",fcu-01,m3/h,False
BN-03-AI-056,bacnet-03,bacnet,"analogInput,56",fcu-01,kW,False
BN-03-AI-057,bacnet-03,bacnet,"analogInput,57",fcu-01,kWh,False
BN-03-AI-058,bacnet-03,bacnet,"analogInput,58",fcu-01,lux,False
BN-03-AI-059,bacnet-03,bacnet,"analogInput,59",fcu-01,degC,False
BN-03-AI-060,bacnet-03,bacnet,"analogInput,60",fcu-01,%RH,False
BN-03-AI-061,bacnet-03,bacnet,"analogInput,61",fcu-01,degC,False
BN-03-AI-062,bacnet-03,bacnet,"analogInput,62",fcu-01,%RH,False
BN-03-AI-063,bacnet-03,bacnet,"analogInput,63",fcu-01,ppm,False
BN-03-AI-064,bacnet-03,bacnet,"analogInput,64",fcu-01,Pa,False
BN-03-AI-065,bacnet-03,bacnet,"analogInput,65",fcu-01,m3/h,False
BN-03-AI-066,bacnet-03,bacnet,"analogInput,66",fcu-01,kW,False
BN-03-AI-067,bacnet-03,bacnet,"analogInput,67",fcu-01,kWh,False
BN-03-AI-068,bacnet-03,bacnet,"analogInput,68",fcu-01,lux,False
BN-03-AI-069,bacnet-03,bacnet,"analogInput,69",fcu-01,degC,False
BN-03-AI-070,bacnet-03,bacnet,"analogInput,70",fcu-01,%RH,False
BN-03-AI-071,bacnet-03,bacnet,"analogInput,71",fcu-01,degC,False
BN-03-AI-072,bacnet-03,bacnet,"analogInput,72",fcu-01,%RH,False
BN-03-AI-073,bacnet-03,bacnet,"analogInput,73",fcu-01,ppm,False
BN-03-AI-074,bacnet-03,bacnet,"analogInput,74",fcu-01,Pa,False
BN-03-AI-075,bacnet-03,bacnet,"analogInput,75",fcu-01,m3/h,False
BN-03-AI-076,bacnet-03,bacnet,"analogInput,76",fcu-01,kW,False
BN-03-AI-077,bacnet-03,bacnet,"analogInput,77",fcu-01,kWh,False
BN-03-AI-078,bacnet-03,bacnet,"analogInput,78",fcu-01,lux,False
BN-03-AI-079,bacnet-03,bacnet,"analogInput,79",fcu-01,degC,False
BN-03-AI-080,bacnet-03,bacnet,"analogInput,80",fcu-01,%RH,False
BN-03-AI-081,bacnet-03,bacnet,"analogInput,81",fcu-01,degC,False
BN-03-AI-082,bacnet-03,bacnet,"analogInput,82",fcu-01,%RH,False
BN-03-AI-083,bacnet-03,bacnet,"analogInput,83",fcu-01,ppm,False
BN-03-AI-084,bacnet-03,bacnet,"analogInput,84",fcu-01,Pa,False
BN-03-AI-085,bacnet-03,bacnet,"analogInput,85",fcu-01,m3/h,False
BN-03-AI-086,bacnet-03,bacnet,"analogInput,86",fcu-01,kW,False
BN-03-AI-087,bacnet-03,bacnet,"analogInput,87",fcu-01,kWh,False
BN-03-AI-088,bacnet-03,bacnet,"analogInput,88",fcu-01,lux,False
BN-03-AI-089,bacnet-03,bacnet,"analogInput,89",fcu-01,degC,False
BN-03-AI-090,bacnet-03,bacnet,"analogInput,90",fcu-01,%RH,False
BN-03-AI-091,bacnet-03,bacnet,"analogInput,91",fcu-01,degC,False
BN-03-AI-092,bacnet-03,bacnet,"analogInput,92",fcu-01,%RH,False
BN-03-AI-093,bacnet-03,bacnet,"analogInput,93",fcu-01,ppm,False
BN-03-AI-094,bacnet-03,bacnet,"analogInput,94",fcu-01,Pa,False
BN-03-AI-095,bacnet-03,bacnet,"analogInput,95",fcu-01,m3/h,False
BN-03-AI-096,bacnet-03,bacnet,"analogInput,96",fcu-01,kW,False
BN-03-AI-097,bacnet-03,bacnet,"analogInput,97",fcu-01,kWh,False
BN-03-AI-098,bacnet-03,bacnet,"analogInput,98",fcu-01,lux,False
BN-03-AI-099,bacnet-03,bacnet,"analogInput,99",fcu-01,degC,False
BN-03-AI-100,bacnet-03,bacnet,"analogInput,100",fcu-01,%RH,False
BN-03-AO-001,bacnet-03,bacnet,"analogOutput,1",fcu-01,degC,True
BN-03-AO-002,bacnet-03,bacnet,"analogOutput,2",fcu-01,%,True
BN-03-AO-003,bacnet-03,bacnet,"analogOutput,3",fcu-01,Pa,True
BN-03-AO-004,bacnet-03,bacnet,"analogOutput,4",fcu-01,m3/h,True
BN-03-AO-005,bacnet-03,bacnet,"analogOutput,5",fcu-01,kW,True
BN-03-AO-006,bacnet-03,bacnet,"analogOutput,6",fcu-01,degC,True
BN-03-AO-007,bacnet-03,bacnet,"analogOutput,7",fcu-01,%,True
BN-03-AO-008,bacnet-03,bacnet,"analogOutput,8",fcu-01,Pa,True
BN-03-AO-009,bacnet-03,bacnet,"analogOutput,9",fcu-01,m3/h,True
BN-03-AO-010,bacnet-03,bacnet,"analogOutput,10",fcu-01,kW,True
BN-03-AO-011,bacnet-03,bacnet,"analogOutput,11",fcu-01,degC,True
BN-03-AO-012,bacnet-03,bacnet,"analogOutput,12",fcu-01,%,True
BN-03-AO-013,bacnet-03,bacnet,"analogOutput,13",fcu-01,Pa,True
BN-03-AO-014,bacnet-03,bacnet,"analogOutput,14",fcu-01,m3/h,True
BN-03-AO-015,bacnet-03,bacnet,"analogOutput,15",fcu-01,kW,True
BN-03-AO-016,bacnet-03,bacnet,"analogOutput,16",fcu-01,degC,True
BN-03-AO-017,bacnet-03,bacnet,"analogOutput,17",fcu-01,%,True
BN-03-AO-018,bacnet-03,bacnet,"analogOutput,18",fcu-01,Pa,True
BN-03-AO-019,bacnet-03,bacnet,"analogOutput,19",fcu-01,m3/h,True
BN-03-AO-020,bacnet-03,bacnet,"analogOutput,20",fcu-01,kW,True
BN-03-AO-021,bacnet-03,bacnet,"analogOutput,21",fcu-01,degC,True
BN-03-AO-022,bacnet-03,bacnet,"analogOutput,22",fcu-01,%,True
BN-03-AO-023,bacnet-03,bacnet,"analogOutput,23",fcu-01,Pa,True
BN-03-AO-024,bacnet-03,bacnet,"analogOutput,24",fcu-01,m3/h,True
BN-03-AO-025,bacnet-03,bacnet,"analogOutput,25",fcu-01,kW,True
BN-03-AO-026,bacnet-03,bacnet,"analogOutput,26",fcu-01,degC,True
BN-03-AO-027,bacnet-03,bacnet,"analogOutput,27",fcu-01,%,True
BN-03-AO-028,bacnet-03,bacnet,"analogOutput,28",fcu-01,Pa,True
BN-03-AO-029,bacnet-03,bacnet,"analogOutput,29",fcu-01,m3/h,True
BN-03-AO-030,bacnet-03,bacnet,"analogOutput,30",fcu-01,kW,True
BN-03-AO-031,bacnet-03,bacnet,"analogOutput,31",fcu-01,degC,True
BN-03-AO-032,bacnet-03,bacnet,"analogOutput,32",fcu-01,%,True
BN-03-AO-033,bacnet-03,bacnet,"analogOutput,33",fcu-01,Pa,True
BN-03-AO-034,bacnet-03,bacnet,"analogOutput,34",fcu-01,m3/h,True
BN-03-AO-035,bacnet-03,bacnet,"analogOutput,35",fcu-01,kW,True
BN-03-AO-036,bacnet-03,bacnet,"analogOutput,36",fcu-01,degC,True
BN-03-AO-037,bacnet-03,bacnet,"analogOutput,37",fcu-01,%,True
BN-03-AO-038,bacnet-03,bacnet,"analogOutput,38",fcu-01,Pa,True
BN-03-AO-039,bacnet-03,bacnet,"analogOutput,39",fcu-01,m3/h,True
BN-03-AO-040,bacnet-03,bacnet,"analogOutput,40",fcu-01,kW,True
BN-03-BI-001,bacnet-03,bacnet,"binaryInput,1",fcu-01,,False
BN-03-BI-002,bacnet-03,bacnet,"binaryInput,2",fcu-01,,False
BN-03-BI-003,bacnet-03,bacnet,"binaryInput,3",fcu-01,,False
BN-03-BI-004,bacnet-03,bacnet,"binaryInput,4",fcu-01,,False
BN-03-BI-005,bacnet-03,bacnet,"binaryInput,5",fcu-01,,False
BN-03-BI-006,bacnet-03,bacnet,"binaryInput,6",fcu-01,,False
BN-03-BI-007,bacnet-03,bacnet,"binaryInput,7",fcu-01,,False
BN-03-BI-008,bacnet-03,bacnet,"binaryInput,8",fcu-01,,False
BN-03-BI-009,bacnet-03,bacnet,"binaryInput,9",fcu-01,,False
BN-03-BI-010,bacnet-03,bacnet,"binaryInput,10",fcu-01,,False
BN-03-BI-011,bacnet-03,bacnet,"binaryInput,11",fcu-01,,False
BN-03-BI-012,bacnet-03,bacnet,"binaryInput,12",fcu-01,,False
BN-03-BI-013,bacnet-03,bacnet,"binaryInput,13",fcu-01,,False
BN-03-BI-014,bacnet-03,bacnet,"binaryInput,14",fcu-01,,False
BN-03-BI-015,bacnet-03,bacnet,"binaryInput,15",fcu-01,,False
BN-03-BI-016,bacnet-03,bacnet,"binaryInput,16",fcu-01,,False
BN-03-BI-017,bacnet-03,bacnet,"binaryInput,17",fcu-01,,False
BN-03-BI-018,bacnet-03,bacnet,"binaryInput,18",fcu-01,,False
BN-03-BI-019,bacnet-03,bacnet,"binaryInput,19",fcu-01,,False
BN-03-BI-020,bacnet-03,bacnet,"binaryInput,20",fcu-01,,False
BN-03-BI-021,bacnet-03,bacnet,"binaryInput,21",fcu-01,,False
BN-03-BI-022,bacnet-03,bacnet,"binaryInput,22",fcu-01,,False
BN-03-BI-023,bacnet-03,bacnet,"binaryInput,23",fcu-01,,False
BN-03-BI-024,bacnet-03,bacnet,"binaryInput,24",fcu-01,,False
BN-03-BI-025,bacnet-03,bacnet,"binaryInput,25",fcu-01,,False
BN-03-BI-026,bacnet-03,bacnet,"binaryInput,26",fcu-01,,False
BN-03-BI-027,bacnet-03,bacnet,"binaryInput,27",fcu-01,,False
BN-03-BI-028,bacnet-03,bacnet,"binaryInput,28",fcu-01,,False
BN-03-BI-029,bacnet-03,bacnet,"binaryInput,29",fcu-01,,False
BN-03-BI-030,bacnet-03,bacnet,"binaryInput,30",fcu-01,,False
BN-03-BI-031,bacnet-03,bacnet,"binaryInput,31",fcu-01,,False
BN-03-BI-032,bacnet-03,bacnet,"binaryInput,32",fcu-01,,False
BN-03-BI-033,bacnet-03,bacnet,"binaryInput,33",fcu-01,,False
BN-03-BI-034,bacnet-03,bacnet,"binaryInput,34",fcu-01,,False
BN-03-BI-035,bacnet-03,bacnet,"binaryInput,35",fcu-01,,False
BN-03-BI-036,bacnet-03,bacnet,"binaryInput,36",fcu-01,,False
BN-03-BI-037,bacnet-03,bacnet,"binaryInput,37",fcu-01,,False
BN-03-BI-038,bacnet-03,bacnet,"binaryInput,38",fcu-01,,False
BN-03-BI-039,bacnet-03,bacnet,"binaryInput,39",fcu-01,,False
BN-03-BI-040,bacnet-03,bacnet,"binaryInput,40",fcu-01,,False
BN-03-BO-001,bacnet-03,bacnet,"binaryOutput,1",fcu-01,,True
BN-03-BO-002,bacnet-03,bacnet,"binaryOutput,2",fcu-01,,True
BN-03-BO-003,bacnet-03,bacnet,"binaryOutput,3",fcu-01,,True
BN-03-BO-004,bacnet-03,bacnet,"binaryOutput,4",fcu-01,,True
BN-03-BO-005,bacnet-03,bacnet,"binaryOutput,5",fcu-01,,True
BN-03-BO-006,bacnet-03,bacnet,"binaryOutput,6",fcu-01,,True
BN-03-BO-007,bacnet-03,bacnet,"binaryOutput,7",fcu-01,,True
BN-03-BO-008,bacnet-03,bacnet,"binaryOutput,8",fcu-01,,True
BN-03-BO-009,bacnet-03,bacnet,"binaryOutput,9",fcu-01,,True
BN-03-BO-010,bacnet-03,bacnet,"binaryOutput,10",fcu-01,,True
BN-03-BO-011,bacnet-03,bacnet,"binaryOutput,11",fcu-01,,True
BN-03-BO-012,bacnet-03,bacnet,"binaryOutput,12",fcu-01,,True
BN-03-BO-013,bacnet-03,bacnet,"binaryOutput,13",fcu-01,,True
BN-03-BO-014,bacnet-03,bacnet,"binaryOutput,14",fcu-01,,True
BN-03-BO-015,bacnet-03,bacnet,"binaryOutput,15",fcu-01,,True
BN-03-BO-016,bacnet-03,bacnet,"binaryOutput,16",fcu-01,,True
BN-03-BO-017,bacnet-03,bacnet,"binaryOutput,17",fcu-01,,True
BN-03-BO-018,bacnet-03,bacnet,"binaryOutput,18",fcu-01,,True
BN-03-BO-019,bacnet-03,bacnet,"binaryOutput,19",fcu-01,,True
BN-03-BO-020,bacnet-03,bacnet,"binaryOutput,20",fcu-01,,True
BN-04-AI-001,bacnet-04,bacnet,"analogInput,1",chiller-01,degC,False
BN-04-AI-002,bacnet-04,bacnet,"analogInput,2",chiller-01,%RH,False
BN-04-AI-003,bacnet-04,bacnet,"analogInput,3",chiller-01,ppm,False
BN-04-AI-004,bacnet-04,bacnet,"analogInput,4",chiller-01,Pa,False
BN-04-AI-005,bacnet-04,bacnet,"analogInput,5",chiller-01,m3/h,False
BN-04-AI-006,bacnet-04,bacnet,"analogInput,6",chiller-01,kW,False
BN-04-AI-007,bacnet-04,bacnet,"analogInput,7",chiller-01,kWh,False
BN-04-AI-008,bacnet-04,bacnet,"analogInput,8",chiller-01,lux,False
BN-04-AI-009,bacnet-04,bacnet,"analogInput,9",chiller-01,degC,False
BN-04-AI-010,bacnet-04,bacnet,"analogInput,10",chiller-01,%RH,False
BN-04-AI-011,bacnet-04,bacnet,"analogInput,11",chiller-01,degC,False
BN-04-AI-012,bacnet-04,bacnet,"analogInput,12",chiller-01,%RH,False
BN-04-AI-013,bacnet-04,bacnet,"analogInput,13",chiller-01,ppm,False
BN-04-AI-014,bacnet-04,bacnet,"analogInput,14",chiller-01,Pa,False
BN-04-AI-015,bacnet-04,bacnet,"analogInput,15",chiller-01,m3/h,False
BN-04-AI-016,bacnet-04,bacnet,"analogInput,16",chiller-01,kW,False
BN-04-AI-017,bacnet-04,bacnet,"analogInput,17",chiller-01,kWh,False
BN-04-AI-018,bacnet-04,bacnet,"analogInput,18",chiller-01,lux,False
BN-04-AI-019,bacnet-04,bacnet,"analogInput,19",chiller-01,degC,False
BN-04-AI-020,bacnet-04,bacnet,"analogInput,20",chiller-01,%RH,False
BN-04-AI-021,bacnet-04,bacnet,"analogInput,21",chiller-01,degC,False
BN-04-AI-022,bacnet-04,bacnet,"analogInput,22",chiller-01,%RH,False
BN-04-AI-023,bacnet-04,bacnet,"analogInput,23",chiller-01,ppm,False
BN-04-AI-024,bacnet-04,bacnet,"analogInput,24",chiller-01,Pa,False
BN-04-AI-025,bacnet-04,bacnet,"analogInput,25",chiller-01,m3/h,False
BN-04-AI-026,bacnet-04,bacnet,"analogInput,26",chiller-01,kW,False
BN-04-AI-027,bacnet-04,bacnet,"analogInput,27",chiller-01,kWh,False
BN-04-AI-028,bacnet-04,bacnet,"analogInput,28",chiller-01,lux,False
BN-04-AI-029,bacnet-04,bacnet,"analogInput,29",chiller-01,degC,False
BN-04-AI-030,bacnet-04,bacnet,"analogInput,30",chiller-01,%RH,False
BN-04-AI-031,bacnet-04,bacnet,"analogInput,31",chiller-01,degC,False
BN-04-AI-032,bacnet-04,bacnet,"analogInput,32",chiller-01,%RH,False
BN-04-AI-033,bacnet-04,bacnet,"analogInput,33",chiller-01,ppm,False
BN-04-AI-034,bacnet-04,bacnet,"analogInput,34",chiller-01,Pa,False
BN-04-AI-035,bacnet-04,bacnet,"analogInput,35",chiller-01,m3/h,False
BN-04-AI-036,bacnet-04,bacnet,"analogInput,36",chiller-01,kW,False
BN-04-AI-037,bacnet-04,bacnet,"analogInput,37",chiller-01,kWh,False
BN-04-AI-038,bacnet-04,bacnet,"analogInput,38",chiller-01,lux,False
BN-04-AI-039,bacnet-04,bacnet,"analogInput,39",chiller-01,degC,False
BN-04-AI-040,bacnet-04,bacnet,"analogInput,40",chiller-01,%RH,False
BN-04-AI-041,bacnet-04,bacnet,"analogInput,41",chiller-01,degC,False
BN-04-AI-042,bacnet-04,bacnet,"analogInput,42",chiller-01,%RH,False
BN-04-AI-043,bacnet-04,bacnet,"analogInput,43",chiller-01,ppm,False
BN-04-AI-044,bacnet-04,bacnet,"analogInput,44",chiller-01,Pa,False
BN-04-AI-045,bacnet-04,bacnet,"analogInput,45",chiller-01,m3/h,False
BN-04-AI-046,bacnet-04,bacnet,"analogInput,46",chiller-01,kW,False
BN-04-AI-047,bacnet-04,bacnet,"analogInput,47",chiller-01,kWh,False
BN-04-AI-048,bacnet-04,bacnet,"analogInput,48",chiller-01,lux,False
BN-04-AI-049,bacnet-04,bacnet,"analogInput,49",chiller-01,degC,False
BN-04-AI-050,bacnet-04,bacnet,"analogInput,50",chiller-01,%RH,False
BN-04-AI-051,bacnet-04,bacnet,"analogInput,51",chiller-01,degC,False
BN-04-AI-052,bacnet-04,bacnet,"analogInput,52",chiller-01,%RH,False
BN-04-AI-053,bacnet-04,bacnet,"analogInput,53",chiller-01,ppm,False
BN-04-AI-054,bacnet-04,bacnet,"analogInput,54",chiller-01,Pa,False
BN-04-AI-055,bacnet-04,bacnet,"analogInput,55",chiller-01,m3/h,False
BN-04-AI-056,bacnet-04,bacnet,"analogInput,56",chiller-01,kW,False
BN-04-AI-057,bacnet-04,bacnet,"analogInput,57",chiller-01,kWh,False
BN-04-AI-058,bacnet-04,bacnet,"analogInput,58",chiller-01,lux,False
BN-04-AI-059,bacnet-04,bacnet,"analogInput,59",chiller-01,degC,False
BN-04-AI-060,bacnet-04,bacnet,"analogInput,60",chiller-01,%RH,False
BN-04-AI-061,bacnet-04,bacnet,"analogInput,61",chiller-01,degC,False
BN-04-AI-062,bacnet-04,bacnet,"analogInput,62",chiller-01,%RH,False
BN-04-AI-063,bacnet-04,bacnet,"analogInput,63",chiller-01,ppm,False
BN-04-AI-064,bacnet-04,bacnet,"analogInput,64",chiller-01,Pa,False
BN-04-AI-065,bacnet-04,bacnet,"analogInput,65",chiller-01,m3/h,False
BN-04-AI-066,bacnet-04,bacnet,"analogInput,66",chiller-01,kW,False
BN-04-AI-067,bacnet-04,bacnet,"analogInput,67",chiller-01,kWh,False
BN-04-AI-068,bacnet-04,bacnet,"analogInput,68",chiller-01,lux,False
BN-04-AI-069,bacnet-04,bacnet,"analogInput,69",chiller-01,degC,False
BN-04-AI-070,bacnet-04,bacnet,"analogInput,70",chiller-01,%RH,False
BN-04-AI-071,bacnet-04,bacnet,"analogInput,71",chiller-01,degC,False
BN-04-AI-072,bacnet-04,bacnet,"analogInput,72",chiller-01,%RH,False
BN-04-AI-073,bacnet-04,bacnet,"analogInput,73",chiller-01,ppm,False
